symbol,filing_time,text,topic_ids,label
arlp,2011-02,"Investment in our units by tax-exempt entities, such as individual retirement accounts (known as IRAs) and non-U.S. persons, raises issues unique to them.","[8, 15]",0
btu,2012-02,"Under our Credit Facility, we must comply with certain financial covenants on a quarterly basis including a minimum interest coverage ratio and a maximum leverage ratio, as defined.",[0],1
usau,2021-07,The values of our properties are subject to volatility in the price of gold and any other deposits we may seek or locate.,[10],0
amr,2022-03,"Any refinancing of our debt could be at higher interest rates and may require us to comply with more onerous covenants, which could further restrict our business operations.",[0],0
cmp,2012-02,"If we cannot successfully negotiate new collective bargaining agreements, we may experience significant increases in the cost of labor or a disruption in our operations.",[13],0
slca,2018-02,"Several federal and state regulatory authorities, including MSHA and OSHA, may continue to propose changes in their regulations regarding workplace exposure to crystalline silica, such as permissible exposure limits and required controls and personal protective equipment.",[2],0
btu,2010-02,"As of December 31, 2009, we had $1.5 billion of available borrowing capacity under our Senior Unsecured Credit Facility, net of outstanding letters of credit.",[0],0
xpl,2013-03,Amounts outstanding under the Facility Agreement incur interest at the 90-day LIBOR rate plus 5% with interest being payable quarterly.,"[0, 6]",0
aumn,2007-04,"* Through March 27, 2007 The closing prices of silver, zinc and lead on March 27, 2007 were $13.27 per troy ounce, $1.45 per pound and $0.84 per pound, respectively.",[10],0
vgz,2018-03,"Factors that could cause fluctuation in the price of our common stock may include, among other things: In the past, securities class action litigation has often been instituted against companies following periods of volatility in their stock price.",[3],0
nem,2020-02,"On December 24, 2018, two individual plaintiffs, who are members of the Ghana Parliament, filed a writ to invoke the original jurisdiction of the Supreme Court of Ghana.",[11],0
cmp,2010-02,We do not currently maintain key person life insurance on any of our key employees.,[8],0
hl,2016-02,It involves many risks and is often non-productive.,[0],0
aumn,2009-03,The estimated valuation of Golden Minerals Company was based on certain generally accepted valuation analyses and is not intended to represent the trading value of the common stock in public or private markets.,"[3, 10]",0
btu,2017-03,"Our common stock may continue to trade even though it will be extinguished, canceled and discharged on the Plan Effective Date if the Plan becomes effective.","[3, 6]",0
ceix,2018-02,Posting letters of credit in place of surety bonds or posting security to support these surety bonds would have an adverse effect on our liquidity.,[0],0
cmp,2016-02,These financial ratios include an interest coverage ratio and a total leverage ratio.,[0],0
arlp,2022-02,Our ability to collect payments from our customers could be impaired if their creditworthiness declines or if they fail to honor their contracts with us.,[4],0
hl,2016-02,The Senior Notes and the guarantees thereof are not secured by any of our assets or the assets of our subsidiaries.,[0],0
lode,2022-03,"Lack of customer demand, a change in marketing strategy and changes to our pricing models could dramatically alter our financial results.","[4, 12, 14]",0
ceix,2020-02,"A decrease in coal consumption by the electric power generation industry could adversely affect the price of coal, which could have a material adverse effect on our business, financial condition, results of operations and cash flows.","[4, 12]",0
